42.37455376576575,-71.12318789940866,completed,60,
42.3714006126126,-71.12318789940866,completed,0,
42.37455376576575,-71.11891971597677,completed,60,
42.3714006126126,-71.11891971597677,completed,60,
42.377706918918896,-71.12318789940866,pending,0,
42.377706918918896,-71.11891971597677,pending,0,
42.36824745945945,-71.12318789940866,pending,0,
42.37455376576575,-71.12745608284055,pending,0,
42.36824745945945,-71.11891971597677,pending,0,
42.3714006126126,-71.12745608284055,pending,0,
42.377706918918896,-71.12745608284055,pending,0,
42.37455376576575,-71.11465153254488,pending,0,
42.3714006126126,-71.11465153254488,pending,0,
42.380860072072046,-71.12318789940866,pending,0,
42.36824745945945,-71.12745608284055,pending,0,
42.380860072072046,-71.11891971597677,pending,0,
42.377706918918896,-71.11465153254488,pending,0,
42.3650943063063,-71.12318789940866,pending,0,
42.3650943063063,-71.11891971597677,pending,0,
42.36824745945945,-71.11465153254488,pending,0,
42.380860072072046,-71.12745608284055,pending,0,
42.37455376576575,-71.13172426627244,pending,0,
42.3650943063063,-71.12745608284055,pending,0,
42.3714006126126,-71.13172426627244,pending,0,
42.380860072072046,-71.11465153254488,pending,0,
42.384013225225196,-71.12318789940866,pending,0,
42.377706918918896,-71.13172426627244,pending,0,
42.384013225225196,-71.11891971597677,pending,0,
42.3650943063063,-71.11465153254488,pending,0,
42.36824745945945,-71.13172426627244,pending,0,
42.37455376576575,-71.110383349113,pending,0,
42.36194115315315,-71.12318789940866,pending,0,
42.3714006126126,-71.110383349113,pending,0,
42.36194115315315,-71.11891971597677,pending,0,
42.384013225225196,-71.12745608284055,pending,0,
42.377706918918896,-71.110383349113,pending,0,
42.380860072072046,-71.13172426627244,pending,0,
42.36824745945945,-71.110383349113,pending,0,
42.384013225225196,-71.11465153254488,pending,0,
42.36194115315315,-71.12745608284055,pending,0,
42.3650943063063,-71.13172426627244,pending,0,
42.36194115315315,-71.11465153254488,pending,0,
42.380860072072046,-71.110383349113,pending,0,
